HOMID,PERIOD,AADT,LAADT,AADT_ART,LNART,AADT_MCV,LNMCV,LNAADTAR,LNAADTMC,NLANES,LWIDTH,M,US,UD,RS,RD,SP,HSP,MSP,LSP,USHSP,USMSP,RSHSP,RSMSP,CURV_ST,CURV_MOD,CURV_SHP,CURV_VSH,CURVE50,L_TER,ROLL_TER,MT_TER,SSW_PS,SW_PS,SSW_DS,SW_DS,WCLP,WCLW,FW,MED50,ATLM_PS,ATLM_DS,ATLM_PD,ROP_C,ROP_M,ROP_W,ROP_NO,ROP_O,ROP,ROD_C,ROD_M,ROD_W,ROD_NO,ROD_O,ROD,HEADON_A,REAR_ART,SINGLE_A,INT_ART,SIDESW_A,MERGE_AR,OVER_ART,SHDR_ART,OBJ_ART,SVTURN_A,PED_ART,BIC_ART,MISC_ART,HEADON_M,REAR_MCV,SINGLE_M,INT_MCV,SIDESW_M,MERGE_MC,OVER_MCV,SHDR_MCV,OBJ_MCV,SVTURN_M,PED_MCV,BIC_MCV,MISC_MCV,NewSecId,LENGTH_G,LNLENGZ,LNLENP,HEADON,REAR,SINGLE,INT,SIDESW,MERGE,OVER,SHDR,OBJ,SVTURN,PED,BIC,MISC,CRASHTOT,LNHV,ART,MCV,LNHVAADT
127,5,43702.7,10.68516516,301.54863,5.708931297,157.32972,5.058343731,16.39409646,15.74350889,4,3.479166667,0,0,1,0,0,60,0,1,0,0,0,0,0,0.416666667,0.583333333,0,0,1,1,0,0,1.845833333,1.845833333,0.375,0.375,0,0,18.4,1,0,0,0,0.041666667,0.083333333,0,0,0.875,1,0,0,0,0.083333333,0.916666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,1.2,7.090076836,8.699514748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.128785142,0,0,16.81395031
128,5,38649.5,10.56228912,266.68155,5.58605525,139.1382,4.935467684,16.14834437,15.4977568,4,3.5,0,0,1,0,0,60,0,1,0,0,0,0,0,0.5,0.5,0,0,0,1,0,0,1.625,1.625,0.90625,0.90625,0,0,19,1,0,0,0,0,0,0,0,1,1,0,0.0625,0,0.0625,0.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0.8,6.684611728,8.29404964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.005909096,0,0,16.56819821
129,5,31924.2,10.37111962,220.27698,5.394885754,114.92712,4.744298188,15.76600538,15.11541781,4,3.5,0,0,1,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1.583333333,1.583333333,0.888888889,0.888888889,0,0,19,0,0,0,0,0,0.277777778,0,0,0.722222222,1,0,0.5,0,0.055555556,0.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0.9,6.802394763,8.411832676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8147396,0,0,16.18585922
130,5,29569.9,10.29451223,204.03231,5.318278364,106.45164,4.667690798,15.61279059,14.96220303,4,3.5,0,0,1,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1.541666667,1.541666667,1,1,0,0,19,1,0,0,0,0,0.083333333,0,0,0.916666667,1,0,0.333333333,0,0.166666667,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0.6,6.396929655,8.006367568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.738132209,0,0,16.03264444
131,5,29569.9,10.29451223,204.03231,5.318278364,106.45164,4.667690798,15.61279059,14.96220303,4,3.442307692,0,0,1,0,0,60,0,1,0,0,0,0,0,0.5,0.461538462,0.038461538,0,0,1,0,0,1.519230769,1.519230769,0.807692308,0.807692308,0,0,18.4,0,0,0,0,0.076923077,0.576923077,0,0.038461538,0.307692308,1,0.153846154,0.538461538,0,0.230769231,0.076923077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,1.3,7.170119543,8.779557456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.738132209,0,0,16.03264444
132,5,37830.8,10.54087886,261.03252,5.564644997,136.19088,4.914057431,16.10552386,15.4549363,6,3.513888889,0,0,1,0,0,70,0,1,0,0,0,0,0,0.888888889,0.111111111,0,0,0,1,0,0,1.894444444,1.894444444,0.575,0.575,0,0,26,1,0,0,0,0,0.138888889,0,0,0.861111111,1,0,0.083333333,0.138888889,0.222222222,0.555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1.8,7.495541944,9.104979856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.984498843,0,0,16.52537771
133,5,42040.1,10.6463792,290.07669,5.670145336,151.34436,5.01955777,16.31652454,15.66593697,6,3.430555556,0,0,1,0,0,70,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.166666667,2.166666667,0.5,0.5,0,0,26,1,0,0,0,0,0.083333333,0,0,0.916666667,1,0,0,0.25,0,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0.6,6.396929655,8.006367568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.089999182,0,0,16.73637839
134,5,44918.6,10.71260724,309.93834,5.736373374,161.70696,5.085785808,16.44898062,15.79839305,6,3.504166667,0,0,1,0,0,70,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.27,2.27,0.575,0.575,0,0,26.8,1,0,0,0,0,0.35,0,0,0.65,1,0,0.1,0.25,0.15,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1,6.907755279,8.517193191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15622722,0,0,16.86883446
135,5,40152.7,10.60044496,277.05363,5.624211098,144.54972,4.973623531,16.22465606,15.5740685,4,3.6,0,0,1,0,0,60,0,1,0,0,0,0,0,0.6,0.4,0,0,0,1,0,0,1.81,1.81,0.15,0.15,0,0,18.4,1,0,0,0,0.05,0,0,0,0.95,1,0,0.1,0.05,0.1,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1,6.907755279,8.517193191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.044064943,0,0,16.64450991
144,5,40728.8,10.61469074,81.4576,4.400082639,8.14576,2.097497546,15.01477338,12.71218828,6,3.398387097,0,0,1,0,0,60,0,1,0,0,0,0,0,0.870967742,0.080645161,0.032258065,0,0,1,0,0,0.35483871,0.35483871,0,0,0,0,21.2,0,0,0,0,0.919354839,0,0.016129032,0,0.048387097,1,0.919354839,0,0,0,0.064516129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,2.1,7.649692624,9.259130536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.495392819,0,0,15.11008356
151,5,24697.1,10.11444111,109.1303106,4.692542678,2.77842375,1.02188377,14.80698379,11.13632488,4,3.29,0,0,1,0,0,60,0,1,0,0,0,0,0,0.85,0.1,0,0,0,1,0,0,2.6,2.6,0,0,0,0,18.4,1,0,0,0,0,0,0,0,0.95,1,0,0,0,0,0.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,1,6.907755279,8.517193191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.717683667,0,0,14.83212477
152,5,24697.1,10.11444111,109.1303106,4.692542678,2.77842375,1.02188377,14.80698379,11.13632488,4,3.125,0,0,1,0,0,70,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.75,2.75,0,0,0,0,18,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0.6,6.396929655,8.006367568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.717683667,0,0,14.83212477
153,5,24561.6,10.10893953,108.53157,4.687041098,2.76318,1.01638219,14.79598063,11.12532172,4,3.2625,0,0,1,0,0,70,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1.6875,1.796875,0,0,0,0,16.6,1,0,0,0,0,0.03125,0,0,0.96875,1,0,0.03125,0,0.0625,0.90625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,1.6,7.377758908,8.987196821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.712182087,0,0,14.82112161
154,5,30830.3,10.33625325,136.2313881,4.914354823,3.46840875,1.243695915,15.25060807,11.57994917,4,3.370238095,0,0,1,0,0,60,0,1,0,0,0,0,0,0.678571429,0.238095238,0.05952381,0,0,1,0,0,2.291666667,2.380952381,0,0,0,0,18.2,1,0,0,0,0,0,0,0,0.976190476,1,0,0,0,0.05952381,0.916666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0.84,6.733401892,8.342839804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.939495812,0,0,15.27574906
155,5,32413.4,10.3863272,283.3471383,5.646672783,136.4063917,4.915638604,16.03299998,15.3019658,6,3.5,0,0,1,0,0,60,0,1,0,0,0,0,0,0.55,0.45,0,0,0,1,0,0,1.95,1.95,0.5,0.5,0,0,26,1,0,0,0,0,0.2,0,0,0.8,1,0.05,0.15,0,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1,6.907755279,8.517193191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.039667706,0,0,16.4259949
156,5,21742.4,9.98701955,190.0648133,5.247365137,91.49926667,4.516330958,15.23438469,14.50335051,6,3.5,0,0,1,0,0,80,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.5,2.5,0.881147541,0.881147541,0,0,27.8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0.61,6.413458957,8.02289687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.640360059,0,0,15.62737961
157,5,21049.3,9.954622584,192.4841544,5.260013836,78.50609296,4.363176239,15.21463642,14.31779882,2,3.5,0,1,0,0,0,100,1,0,0,1,0,0,0,0.956719818,0,0,0,0,1,0,0,1.354214123,1.536446469,1.350797267,1.544419134,0,0,10.0808656,0,0.637813212,0.341685649,1,0,0,0,0,0.956719818,1,0,0.022779043,0,0.022779043,0.911161731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,4.39,8.387084506,9.996522419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.602082833,0,0,15.55670542
171,5,17104,9.747067633,165.7533091,5.110500593,125.4811636,4.832155657,14.85756823,14.57922329,4,3.425510204,0,0,1,0,0,60,0,1,0,0,0,0,0,0.244897959,0.183673469,0.204081633,0,0,1,0,0,0.944897959,0.944897959,0.187755102,0.187755102,0,0,16,0,0,0,0,0,0,0,0,0.632653061,1,0,0,0,0.204081633,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0.6,6.396929655,8.006367568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.674128691,0,0,15.42119632
172,5,18589.6,9.830357564,180.1501236,5.193790523,136.3800655,4.915445587,15.02414809,14.74580315,4,3.662162162,0,0,1,0,0,60,0,1,0,0,0,0,0,0.86036036,0.045045045,0.09009009,0,0,1,0,0,2.324324324,2.324324324,0.540540541,0.540540541,0,0,20.4,1,0,0,0,0,0.09009009,0,0,0.905405405,1,0,0,0,0.225225225,0.77027027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1.11,7.012115294,8.621553207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.757418621,0,0,15.58777618
193,5,14785.9,9.601429303,139.3535628,4.937014321,14.98425406,2.706999921,14.53844362,12.30842922,2,3.5,0,1,0,0,0,60,0,1,0,0,1,0,0,0.240963855,0.602409639,0,0,1,0.602409639,0.397590361,0,1.397590361,1.397590361,1.493975904,1.493975904,0,0,9.891566265,0,0,0,0,0,0,0,0,0.843373494,1,0,0,0,0,0.843373494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0.83,6.721425701,8.330863613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.039143816,0,0,14.64057312
194,5,11449.6,9.345710074,107.6836161,4.679197448,20.25526753,3.008414885,14.02490752,12.35412496,4,3.5,0,0,1,0,0,60,0,1,0,0,0,0,0,0.52238806,0.074626866,0.201492537,0.149253731,0,0.746268657,0.253731343,0,2,2,0.5,0.5,0,0,19,1,0,0,0,0,0.149253731,0,0,0.798507463,1,0,0,0,0,0.947761194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0.27,5.598421959,7.207859871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.851552679,0,0,14.19726275
202,5,33390.1,10.41601473,237.06971,5.468354233,46.74614,3.844731685,15.88436896,14.26074641,4,3.5,0,0,0,0,1,100,1,0,0,0,0,0,0,1,0,0,0,0,0.852941176,0.147058824,0,2.397058824,2.397058824,1.364705882,1.364705882,0,0,21.6,0,0,0,0,0.014705882,0.117647059,0,0,0.867647059,1,0,0.117647059,0.720588235,0.161764706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,3.4,8.131530711,9.740968623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.648325612,0,0,16.06434034
203,5,34869.7,10.45937354,247.4125055,5.511057007,46.38984479,3.837080573,15.97043054,14.29645411,4,3.916666667,0,0,1,0,0,60,0,1,0,0,0,0,0,0.708333333,0.208333333,0.041666667,0.041666667,0,1,0,0,2.054166667,2.054166667,0.925,0.925,0,0,21.6,1,0,0,0,0,0,0,0,1,1,0,0,0.125,0.625,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,1.2,7.090076836,8.699514748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.682907263,0,0,16.1422808
204,5,30876.2,10.33774094,192.5157571,5.260178005,37.55245632,3.625738791,15.59791894,13.96347973,4,3.5,0,0,1,0,0,70,0,1,0,0,0,0,0,1,0,0,0,0,0.230769231,0.769230769,0,2,2,0,0,0,0,18,1,0,0,0,0,0.076923077,0,0,0.923076923,1,0,0,0,0.923076923,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,1.3,7.170119543,8.779557456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.438375845,0,0,15.77611678
205,5,30255.1,10.31742004,165.9643322,5.111772899,31.79335053,3.459257165,15.42919294,13.77667721,4,3.5,0,0,1,0,0,70,0,1,0,0,0,0,0,0.6875,0.3125,0,0,0,0.375,0.625,0,2,2,0.3125,0.3125,0,0,18.6,1,0,0,0,0,0.375,0,0,0.625,1,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0.8,6.684611728,8.29404964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.287042457,0,0,15.6044625
206,5,30979.2,10.34107129,175.9559567,5.170233718,53.29786241,3.975896226,15.51130501,14.31696752,4,3.489189189,0,0,1,0,0,70,0,1,0,0,0,0,0,0.656370656,0.285714286,0.057915058,0,0,1,0,0,2.05984556,2.05984556,0.235521236,0.235521236,0,0,18.6,1,0,0,0,0,0,0,0,1,1,0,0,0,0.173745174,0.826254826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,2.6,7.863266724,9.472704636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43482977,0,0,15.77590106
246,5,21042.9,9.95431849,462.7149099,6.137111119,101.3493691,4.618573648,16.09142961,14.57289214,4,3.5,0,0,1,0,0,70,0,1,0,0,0,0,0,0.666666667,0.208333333,0.041666667,0,0,1,0,0,2,2,0.875,0.875,0,0,19.8,0,0,0,0,0.375,0.458333333,0,0,0.083333333,1,0.791666667,0.041666667,0,0,0.083333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,1.2,7.090076836,8.699514748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.335168215,0,0,16.2894867
247,5,21042.9,9.95431849,462.7149099,6.137111119,101.3493691,4.618573648,16.09142961,14.57289214,4,3.5,0,0,1,0,0,90,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,1,0,0,20,0,0,0,0,0.038461538,0.673076923,0,0.076923077,0.211538462,1,0.057692308,0.134615385,0.807692308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,2.6,7.863266724,9.472704636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.335168215,0,0,16.2894867
248,5,28027.9,10.24095572,1117.868492,7.019179019,146.9989379,4.990425361,17.26013474,15.23138108,4,3.5,0,0,1,0,0,60,0,1,0,0,0,0,0,0.966666667,0.033333333,0,0,0,1,0,0,2.983333333,2.983333333,0.566666667,0.566666667,0,0,21.2,1,0,0,0,0.433333333,0.133333333,0,0,0.433333333,1,0.433333333,0.066666667,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,1.5,7.313220387,8.9226583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142722597,0,0,17.38367832
249,5,28743,10.26614954,148.7480354,5.002253837,17.31458613,2.851549275,15.26840338,13.11769881,4,3.528846154,0,0,1,0,0,80,0,1,0,0,0,0,0,0.730769231,0.173076923,0.096153846,0,0,0.653846154,0.346153846,0,2.044230769,2.044230769,0.865384615,0.865384615,0,0,20,1,0,0,0,0.134615385,0.192307692,0,0,0.673076923,1,0.134615385,0.096153846,0,0.038461538,0.730769231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,1.8,7.495541944,9.104979856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.112364955,0,0,15.37851449
306,5,6470.6,8.775024119,149.7780463,5.009154507,62.17201922,4.129905047,13.78417863,12.90492917,2,3.5,0,1,0,0,0,60,0,1,0,0,1,0,0,0.777777778,0.222222222,0,0,0,0.444444444,0.555555556,0,1.677777778,1.688888889,0.822222222,0.833333333,0,0,9.522222222,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0.9,6.802394763,8.411832676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.356350707,0,0,14.13137483
307,5,7064.4,8.862823366,163.9185455,5.09936963,67.28,4.208863016,13.962193,13.07168638,2,3.5,0,1,0,0,0,60,0,1,0,0,1,0,0,0.6,0.2,0.2,0,0,1,0,0,1.52,1.52,1.36,1.36,0,0,9.88,0,0,0,0,0,0,0,0,1,1,0,0,0,0.1,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,1,6.907755279,8.517193191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.443276845,0,0,14.30610021
308,5,9889.6,9.199238979,260.09648,5.561052639,156.25568,5.05149364,14.76029162,14.25073262,2,3.2125,0,1,0,0,0,60,0,1,0,0,1,0,0,0.75,0.125,0.125,0,0,1,0,0,1.35,1.575,1.225,1.225,0,0,9.225,0,0,0,0,0,0.125,0,0,0.875,1,0,0.125,0,0,0.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0.8,6.684611728,8.29404964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.031531441,0,0,15.23077042
309,5,9526.4,9.161822171,250.54432,5.523635831,150.51712,5.014076832,14.685458,14.175899,2,3.25,0,1,0,0,0,60,0,1,0,0,1,0,0,0.666666667,0.166666667,0.166666667,0,0,0.5,0.5,0,3.283333333,3.283333333,1.616666667,1.616666667,0,0,11.4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0.6,6.396929655,8.006367568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.994114633,0,0,15.1559368
310,5,5298,8.57508467,139.3374,4.93689833,83.7084,4.427339331,13.511983,13.002424,2,3.5,0,1,0,0,0,60,0,1,0,0,1,0,0,0.555555556,0.111111111,0.333333333,0,0,0,1,0,2.022222222,2.022222222,2.111111111,2.111111111,0,0,11.13333333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0.9,6.802394763,8.411832676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.407377132,0,0,13.9824618
311,5,3592.3,8.186547945,94.47749,4.548361605,56.75834,4.038802606,12.73490955,12.22535055,2,3.5,0,1,0,0,0,60,0,1,0,0,1,0,0,0.5,0.5,0,0,1,0.2,0.8,0,1,1,0.64,1.2,0,0,9.2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,1,6.907755279,8.517193191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.018840407,0,0,13.20538835
312,5,3549.2,8.174477505,93.34396,4.536291165,56.07736,4.026732166,12.71076867,12.20120967,2,3.5,0,1,0,0,0,100,1,0,0,1,0,0,0,0.652173913,0.347826087,0,0,0,0.782608696,0.217391304,0,1.613043478,1.630434783,1.5,1.5,0,0,10.13043478,0,0,0,0,0,0.086956522,0,0,0.913043478,1,0,0.304347826,0,0,0.695652174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,2.3,7.740664402,9.350102314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.006769967,0,0,13.18124747
313,5,3849.3,8.255646593,85.28189146,4.44596214,49.80080602,3.908031169,12.70160873,12.16367776,2,3.370319635,0,0,0,1,0,100,1,0,0,0,0,1,0,0.876712329,0.123287671,0,0,0,0.554794521,0.422374429,0.02283105,1.081050228,1.412328767,1.056621005,1.391780822,0,0,9.544748858,0,0.273972603,0.312785388,1,0,0.01369863,0,0.020547945,0.965753425,1,0,0.020547945,0,0.006849315,0.97260274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.01,8.584474886,9.057710605,10.66714852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.905887165,0,0,13.16153376
313,5,3849.3,8.255646593,85.28189146,4.44596214,49.80080602,3.908031169,12.70160873,12.16367776,2,3.370319635,0,0,0,1,0,100,1,0,0,0,0,1,0,0.876712329,0.123287671,0,0,0,0.554794521,0.422374429,0.02283105,1.081050228,1.412328767,1.056621005,1.391780822,0,0,9.544748858,0,0.273972603,0.312785388,1,0,0.01369863,0,0.020547945,0.965753425,1,0,0.020547945,0,0.006849315,0.97260274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.02,8.584474886,9.057710605,10.66714852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.905887165,0,0,13.16153376
313,5,3849.3,8.255646593,85.28189146,4.44596214,49.80080602,3.908031169,12.70160873,12.16367776,2,3.370319635,0,0,0,1,0,100,1,0,0,0,0,1,0,0.876712329,0.123287671,0,0,0,0.554794521,0.422374429,0.02283105,1.081050228,1.412328767,1.056621005,1.391780822,0,0,9.544748858,0,0.273972603,0.312785388,1,0,0.01369863,0,0.020547945,0.965753425,1,0,0.020547945,0,0.006849315,0.97260274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.04,8.584474886,9.057710605,10.66714852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.905887165,0,0,13.16153376
313,5,3849.3,8.255646593,85.28189146,4.44596214,49.80080602,3.908031169,12.70160873,12.16367776,2,3.370319635,0,0,0,1,0,100,1,0,0,0,0,1,0,0.876712329,0.123287671,0,0,0,0.554794521,0.422374429,0.02283105,1.081050228,1.412328767,1.056621005,1.391780822,0,0,9.544748858,0,0.273972603,0.312785388,1,0,0.01369863,0,0.020547945,0.965753425,1,0,0.020547945,0,0.006849315,0.97260274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.05,3.262100457,8.090126579,9.699564491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.905887165,0,0,13.16153376
322,5,7744.1,8.954686542,81.24840711,4.397511216,21.94300046,3.088448203,13.35219776,12.04313475,2,3.5,0,1,0,0,0,60,0,1,0,0,1,0,0,0.455587393,0.229226361,0,0.05730659,0,1,0,0,2.11747851,2.318051576,0.962750716,1.163323782,0,0,10.48137536,0,0,0,0,0,0,0,0,0.742120344,1,0,0,0,0,0.742120344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,1.5,7.313220387,8.9226583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63658559,0,0,13.59127213
323,5,8324.7,9.026982278,87.19499564,4.46814694,23.25199884,3.1463911,13.49512922,12.17337338,2,3.5,0,1,0,0,0,60,0,1,0,0,1,0,0,0.428571429,0.285714286,0.285714286,0,1,1,0,0,2.357142857,2.642857143,1.142857143,1.571428571,0,0,11.21428571,0,0,0,0,0,0.142857143,0,0,0.857142857,1,0,0.142857143,0,0.428571429,0.428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0.6,6.396929655,8.006367568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.704535718,0,0,13.731518
331,5,9601.5,9.169674615,82.45994118,4.412312614,27.11011765,3.299907003,13.58198723,12.46958162,2,3.604014599,0,1,0,0,0,60,0,1,0,0,1,0,0,0.781021898,0,0,0,0,1,0,0,2.197080292,2.197080292,1.605839416,1.605839416,0,0,11.01094891,0,0,0,0,0.072992701,0,0,0.072992701,0.635036496,1,0.072992701,0,0,0.145985401,0.562043796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,1.1,7.003065459,8.612503371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.696564151,0,0,13.86623877
332,5,9601.5,9.169674615,82.45994118,4.412312614,27.11011765,3.299907003,13.58198723,12.46958162,2,3.5,0,1,0,0,0,100,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,2,2,2,0,0,11,0,0,0,0,0,0,0,0.875,0.125,0,0,0,0,0.625,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0.8,6.684611728,8.29404964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.696564151,0,0,13.86623877
