Iteration,Family,Phase,Upper Vars,Lower Vars,Val Poisson Dev,Val RMSE,AIC,BIC,AADT elasticity min,AADT elasticity p10,AADT elasticity median,AADT elasticity p90,AADT elasticity share positive,Monotonic AADT OK
249,poisson,random,"FRICTION_Z, INTECHAG_Z, MXGRADE_Z, TRAIN_Z","FRICTION_Z, MXMEDSH_Z, SPEED_Z",661.6963717354806,16.50116351398911,1853.1001328287762,1881.0536420938813,0.6194837003062216,0.6299926184374328,0.6443358715624644,0.6740360698696409,1.0,yes
358,poisson,random,"EXPOSE_Z, GBRPM_Z, LNAADT_Z, SPEED_Z, TRAIN_Z",AVEPRE_Z,661.7381347507023,16.846590321304358,1900.1172338609795,1924.9647976521842,-0.10082081267353317,-0.10031849304975948,-0.08988570086369047,-0.08298460203246111,0.0,no
155,poisson,random,"ACCESS_Z, CPM_Z, CURVES_Z, FRICTION_Z, HISNOW, LNAADT_Z, MIGRADE_Z, SLOPE_Z, TANGENT_Z","ACCESS_Z, HISNOW",661.7551243111726,17.183126451612317,1898.757441885017,1939.1347330457245,-0.09185098053058917,-0.09094719404107689,-0.09094719404107689,-0.061780151595448446,0.0,no
34,poisson,random,"CURVES_Z, FC_Z, GRADEBR_Z, LOWPRE, MEDWIDTH_Z, MXGRDIFF_Z, MXMEDSH_Z, PEAKHR_Z, SLOPE_Z, SPEED_Z","FRICTION_Z, MEDWIDTH_Z",661.8643580857316,17.090467315564144,1771.5552137541042,1815.0384503887124,0.7259450041260591,0.7293370425282804,0.7369155843023106,0.7438252921586875,1.0,yes
403,nb,random,"DOUBLE_Z, INTECHAG_Z, SLOPE_Z","CURVES_Z, FRICTION_Z, MEDWIDTH_Z, MXMEDSH_Z",661.9467886517168,17.361215110187096,1143.8911139453471,1174.950568684353,0.5319061598981439,0.5517672938560672,0.5686725664733928,0.584913474297158,1.0,yes
280,poisson,random,"ACCESS_Z, CPM_Z, DOUBLE_Z, EXPOSE_Z, URB","PEAKHR_Z, SLOPE_Z",662.1702470206618,17.051862723463977,1917.5988312456102,1945.5523405107153,0.7353317520712508,0.7357723608391933,0.7363059016050252,0.7386803775955718,1.0,yes
339,nb,random,"AVESNOW_Z, HISNOW, INTPM_Z, TANGENT_Z","MEDWIDTH_Z, MINRAD_Z",662.6293438168879,17.713001002883768,1161.2266133928579,1189.180122657963,0.7584362864707254,0.7712890729020673,0.7778623855562727,0.7819948773635956,1.0,yes
210,nb,random,"DOUBLE_Z, SLOPE_Z, WIDTH_Z",HISNOW,662.6713524057611,18.073015471885476,1149.0723882993984,1170.8140066167025,0.7685367777830526,0.7685367777830526,0.7685367777830526,0.7854055692281373,1.0,yes
364,poisson,random,"ACCESS_Z, FRICTION_Z, INTECHAG_Z, PEAKHR_Z","AVESNOW_Z, CURVES_Z, FRICTION_Z",662.8571118484588,16.79697827190006,1868.5019758077608,1896.455485072866,0.5458550551457592,0.646283242223118,0.7843284518762426,0.9027175287882854,1.0,yes
492,nb,random,"FC_Z, MXGRDIFF_Z, MXMEDSH_Z, PEAKHR_Z","AVESNOW_Z, LANES_Z, MINRAD_Z, URB",663.0074553250028,17.868258273473195,1146.3337335454214,1180.4991337583278,0.8607821642643628,0.8867838208499899,0.921965748290441,0.9246039478970932,1.0,yes
447,poisson,random,"AVEPRE_Z, DOUBLE_Z, MINRAD_Z, URB","FRICTION_Z, PEAKHR_Z, SLOPE_Z, SPEED_Z",663.1729195128777,17.168511162955497,1890.8871226613085,1921.9465774003143,0.7192884355482562,0.7210637207123161,0.731956352573969,0.7394679875140323,1.0,yes
455,poisson,random,"INTPM_Z, TANGENT_Z",CURVES_Z,663.2328516598701,16.907130329822532,1904.8144028430816,1920.3441302125846,0.7532740115126969,0.7638920710647907,0.7718556157288611,0.7745101306168846,1.0,yes
422,poisson,random,"DOUBLE_Z, GBRPM_Z","PEAKHR_Z, SPEED_Z",664.6122713415075,16.852035368889496,1909.007568742491,1927.6432415858944,0.7462953295611705,0.7464954857239838,0.750148335695327,0.7552986340782474,1.0,yes
529,poisson,random,"AVESNOW_Z, LNAADT_Z, TANGENT_Z",HISNOW,664.8034905196421,17.33737506495696,1918.8768124725393,1937.5124853159427,-0.09615017651270305,-0.09615017651270305,-0.09615017651270305,-0.0790716526141852,0.0,no
570,nb,random,"CURVES_Z, DOUBLE_Z, INTECHAG_Z, SINGLE_Z, SLOPE_Z","LANES_Z, MINRAD_Z, WIDTH_Z",664.9413415670826,17.665598252600283,1148.2646799527938,1182.4300801657002,0.6309823779651168,0.6417597868447372,0.6508490533711496,0.6542974915394215,1.0,yes
576,poisson,random,"FRICTION_Z, GBRPM_Z","AVESNOW_Z, MXMEDSH_Z, URB",665.0062081037216,16.506710450553907,1914.0531909434324,1935.7948092607364,0.7541967527738526,0.7541967527738526,0.7576027929844402,0.7771645538169867,1.0,yes
372,nb,random,"AVESNOW_Z, FRICTION_Z, INTECHAG_Z, MIGRADE_Z, SLOPE_Z, TRAIN_Z","FRICTION_Z, MXMEDSH_Z",665.3134272732656,18.336753879257564,1151.574358141783,1185.7397583546895,0.4245587956785371,0.5227829772911173,0.6676504161050454,0.775124783729658,1.0,yes
303,nb,random,"EXPOSE_Z, GRADEBR_Z, HISNOW, LANES_Z, LNAADT_Z, MEDWIDTH_Z, MXGRADE_Z, SPEED_Z","AVEPRE_Z, MEDWIDTH_Z",665.9063204383733,17.721253252621413,1158.1663356728284,1198.5436268335359,-0.12107841819615689,-0.11396807608432717,-0.08715459806710235,-0.07409760894686596,0.0,no
36,nb,random,"CURVES_Z, TANGENT_Z",AVEPRE_Z,665.9738155601578,17.0691681159278,1156.9196826171421,1175.5553554605456,0.7116658229662923,0.712102028311119,0.7211616777805956,0.7271544681333679,1.0,yes
122,poisson,random,"MXGRDIFF_Z, TRAIN_Z","FRICTION_Z, MINRAD_Z",666.0370491122429,17.072162055193484,1897.9206420526707,1916.5563148960741,0.7414340281438101,0.7518730107022711,0.7569702753541007,0.7592324356029743,1.0,yes
128,nb,random,"ACCESS_Z, CURVES_Z, EXPOSE_Z, GRADEBR_Z, HISNOW, LNAADT_Z, MEDWIDTH_Z, PEAKHR_Z, TRAIN_Z, WIDTH_Z","CURVES_Z, SLOPE_Z",666.1232951289637,17.648293872029388,1158.3201049500196,1204.9092870585284,-0.2088549291625667,-0.12814846063846602,-0.07221486042080193,-0.04744199211436536,0.0,no
209,poisson,random,"ACCESS_Z, CPM_Z, HISNOW, INTPM_Z, LOWPRE, MXGRADE_Z, MXMEDSH_Z","AVEPRE_Z, CURVES_Z, SLOPE_Z",666.166550532787,17.276747663718574,1840.708607909154,1877.979953595961,0.7304007453047279,0.7352390995510492,0.7424628538553041,0.7465499322977871,1.0,yes
65,nb,random,"ACCESS_Z, AVEPRE_Z, GRADEBR_Z, HISNOW, MEDWIDTH_Z, MIMEDSH_Z, MXMEDSH_Z, PEAKHR_Z, SPEED_Z, TANGENT_Z","ACCESS_Z, CURVES_Z, LANES_Z, MIMEDSH_Z",666.3344478248191,16.993126559794675,1139.2458473946128,1192.0469204509227,0.623953817264416,0.7654884316601291,0.7765755191195698,0.9929883408275714,1.0,yes
11,poisson,random,"AVEPRE_Z, CURVES_Z, FRICTION_Z, GRADEBR_Z, INTPM_Z, LNAADT_Z, MINRAD_Z",SLOPE_Z,666.3367065685438,16.8955365206272,1868.0858444887676,1899.1452992277734,-0.08863112524835988,-0.08863112524835988,-0.08863112524835988,-0.08098387406948032,0.0,no
26,poisson,random,"INTECHAG_Z, LANES_Z, WIDTH_Z","MXMEDSH_Z, URB",666.6372592603032,17.314524082617062,1885.566309393729,1907.307927711033,0.8455414841826071,0.8455414841826071,0.8542431607732539,0.8808105354020677,1.0,yes
374,poisson,random,"ACCESS_Z, DOUBLE_Z, EXPOSE_Z, LANES_Z, MXGRADE_Z","AVESNOW_Z, MEDWIDTH_Z, MINRAD_Z",666.8005632534715,16.966986997920323,1875.4121314147587,1906.4715861537645,0.7171035380570991,0.7331275869429837,0.7412627910082112,0.7473742884980049,1.0,yes
453,nb,random,"AVEPRE_Z, GRADEBR_Z, INTPM_Z, MXMEDSH_Z, SPEED_Z","LANES_Z, MXMEDSH_Z, SLOPE_Z",667.0960372354132,18.008142501108452,1155.5481515039526,1189.713551716859,0.7581121674426025,0.7883667006594967,0.8345260195311315,0.8350162482698251,1.0,yes
130,poisson,random,"CURVES_Z, MEDWIDTH_Z, MXGRADE_Z, MXMEDSH_Z, SLOPE_Z","AVESNOW_Z, HISNOW, LANES_Z, MEDWIDTH_Z",667.4733546098809,17.920641630091378,1832.8230481478531,1866.9884483607595,0.7345745545861256,0.7611654143160859,0.8545906842762573,0.8968452909037115,1.0,yes
81,poisson,random,"CPM_Z, EXPOSE_Z, FRICTION_Z, LNAADT_Z, MEDWIDTH_Z, MXGRDIFF_Z, MXMEDSH_Z, WIDTH_Z","HISNOW, MIMEDSH_Z, URB, WIDTH_Z",667.7553211449541,16.126703838822976,1764.783209185436,1808.266445820044,-0.2053527489674796,-0.17061143214483676,-0.15835233409547078,0.10630144379509056,0.16363636363636364,no
272,poisson,random,"GBRPM_Z, PEAKHR_Z, URB","AVEPRE_Z, HISNOW, MINRAD_Z",667.9265498957266,17.303789942029855,1902.8489452121198,1927.6965090033245,0.7652525230716607,0.7712660323271934,0.7844631361600598,0.7975341121609779,1.0,yes
259,poisson,random,"AVESNOW_Z, MIMEDSH_Z, TANGENT_Z","MXMEDSH_Z, SPEED_Z",668.299717974689,16.06829666223526,1801.1911657985747,1822.9327841158788,0.7622103778709444,0.7622103778709444,0.7725303466789104,0.8147674538067917,1.0,yes
318,poisson,random,"FC_Z, GRADEBR_Z, LANES_Z, MEDWIDTH_Z, MXGRADE_Z, PEAKHR_Z, TANGENT_Z",URB,668.7620950405855,16.969740408059064,1861.943116290446,1893.0025710294517,0.8699554702566544,0.8699554702566544,0.8782395145035002,0.8782395145035002,1.0,yes
160,poisson,random,"CPM_Z, DOUBLE_Z, LANES_Z, MIMEDSH_Z, MXMEDSH_Z, SPEED_Z, WIDTH_Z","AVEPRE_Z, MINRAD_Z, MXMEDSH_Z",668.8848658562305,16.189882974764647,1782.1403569049057,1819.4117025917126,0.737489044639224,0.7442108112665602,0.759925434855188,0.8296964474219534,1.0,yes
567,poisson,random,"DOUBLE_Z, MEDWIDTH_Z, MIMEDSH_Z, MXMEDSH_Z, URB","MEDWIDTH_Z, MIMEDSH_Z, MINRAD_Z",668.9121291860163,16.62904278879278,1689.2767097982996,1720.3361645373054,0.2754395343737475,0.7659742209772492,0.9046253395087285,1.1219951920035391,1.0,yes
531,nb,random,"ACCESS_Z, GRADEBR_Z, INTPM_Z, LANES_Z, MEDWIDTH_Z, TRAIN_Z",HISNOW,669.0012008171686,18.446018673001856,1154.2632788477972,1185.322733586803,0.8419337457696563,0.8419337457696563,0.8419337457696563,0.858075659558346,1.0,yes
526,nb,random,"GRADEBR_Z, MIGRADE_Z, MXGRDIFF_Z, PEAKHR_Z","AVESNOW_Z, CURVES_Z, FRICTION_Z, SPEED_Z",669.3273115491124,17.042856050541737,1151.8495728570538,1186.0149730699602,0.7296121896487926,0.7496613043406314,0.781152607000576,0.8077811462240096,1.0,yes
226,poisson,random,"CPM_Z, MINRAD_Z",AVEPRE_Z,669.3658111335332,17.156500334967784,1910.3397840769803,1925.8695114464833,0.7653931869875835,0.7658793396880634,0.7759763573134164,0.7826553474907795,1.0,yes
96,poisson,random,"FRICTION_Z, GRADEBR_Z, HISNOW, LANES_Z, MEDWIDTH_Z, MINRAD_Z","AVEPRE_Z, FRICTION_Z",669.3790212909879,17.627204822376267,1890.5932432538875,1921.6526979928933,0.7883410465181528,0.8228087298407687,0.8683399075286109,0.9062283159043454,1.0,yes
93,nb,random,"GBRPM_Z, INTECHAG_Z, SLOPE_Z, SPEED_Z","AVESNOW_Z, MXMEDSH_Z",669.3968639277415,17.952777479494525,1153.8464403182238,1181.799949583329,0.656608100461209,0.656608100461209,0.6602121241767754,0.6772507718913368,1.0,yes
241,poisson,random,"CURVES_Z, MXGRADE_Z","MXMEDSH_Z, SLOPE_Z",669.5830426866403,16.625351056152997,1875.374154771142,1894.0098276145454,0.7237165782829073,0.725371109800247,0.7261983755589169,0.7425849948847503,1.0,yes
117,nb,random,"DOUBLE_Z, LANES_Z, MIMEDSH_Z, MINRAD_Z","LANES_Z, MIMEDSH_Z, MXMEDSH_Z",669.7404015638266,17.0051809445165,1135.0207291233805,1166.0801838623863,0.6281888781726538,0.8242938304068159,0.8242938304068159,0.9576972722367445,1.0,yes
397,poisson,random,"ACCESS_Z, AVESNOW_Z, LANES_Z, LNAADT_Z, WIDTH_Z",MEDWIDTH_Z,670.6447497266505,17.19149108385794,1930.0719453410911,1954.9195091322958,-0.09878128880993779,-0.09565100230558529,-0.08626014279252778,-0.08626014279252778,0.0,no
223,poisson,random,"DOUBLE_Z, FC_Z, GBRPM_Z, INTECHAG_Z, INTPM_Z, LANES_Z, MXGRADE_Z","AVEPRE_Z, CURVES_Z, MXMEDSH_Z",670.769338526711,16.991757297450143,1767.7788526633476,1805.0501983501545,0.6364418769511224,0.6492952632597194,0.6656991070851006,0.6949100784057839,1.0,yes
557,nb,random,"AVESNOW_Z, CURVES_Z, EXPOSE_Z, GBRPM_Z, HISNOW, MINRAD_Z, TANGENT_Z","CURVES_Z, FRICTION_Z, LANES_Z, SPEED_Z",671.0456733290858,17.784736042768763,1158.7437412710055,1202.2269779056137,0.7311751312346789,0.7879730398203004,0.836743525974439,0.8655701734255121,1.0,yes
163,poisson,random,"CPM_Z, DOUBLE_Z, LANES_Z, MEDWIDTH_Z, PEAKHR_Z, SPEED_Z",SLOPE_Z,671.4287294948145,17.249315415058007,1907.150430691694,1935.1039399567992,0.7512890233565679,0.7551069188587605,0.7627427098631456,0.7627427098631456,1.0,yes
252,nb,random,"AVESNOW_Z, EXPOSE_Z, INTPM_Z, LNAADT_Z, MIMEDSH_Z, MINRAD_Z, MXMEDSH_Z, TANGENT_Z, WIDTH_Z",MIMEDSH_Z,671.527033457886,18.129377095424772,1135.6906422585598,1176.0679334192673,-0.5790900025700185,-0.14846627703330975,-0.14846627703330975,0.06684558573504465,0.2909090909090909,no
125,poisson,random,"CURVES_Z, GBRPM_Z, INTECHAG_Z, LNAADT_Z, LOWPRE, MXGRADE_Z, SINGLE_Z","AVEPRE_Z, CURVES_Z, MINRAD_Z, MXMEDSH_Z",671.5784635809817,17.019103660238102,1753.7995976606635,1794.176888821371,-0.17511615563867644,-0.11705920629391907,-0.06781364551859527,-0.040675874507324024,0.0,no
150,poisson,random,"GBRPM_Z, GRADEBR_Z, TANGENT_Z, TRAIN_Z, WIDTH_Z","ACCESS_Z, AVESNOW_Z, LANES_Z",671.8669049790975,17.092061984064927,1913.0375164795132,1944.096971218519,0.7079020798052196,0.7192149149222256,0.721465323618257,0.7245456545499014,1.0,yes
551,poisson,random,"FRICTION_Z, INTPM_Z, MIGRADE_Z","AVEPRE_Z, MEDWIDTH_Z",672.3253127255449,16.996194332840734,1915.225437158737,1936.967055476041,0.7778496489596197,0.7806826405645935,0.7923690763590006,0.802555068166936,1.0,yes
170,nb,random,"AVEPRE_Z, FRICTION_Z, LOWPRE, MXGRDIFF_Z, SLOPE_Z, URB, WIDTH_Z","AVESNOW_Z, HISNOW, MEDWIDTH_Z, MXMEDSH_Z",672.9481950027968,18.689363215026816,1155.9134913788107,1199.3967280134189,0.8480722700547305,0.8564854390594908,0.8621830179706809,0.8851233020911364,1.0,yes
153,poisson,random,"ACCESS_Z, AVESNOW_Z, DOUBLE_Z, GRADEBR_Z, LNAADT_Z, MIGRADE_Z, MINRAD_Z, MXGRADE_Z, SPEED_Z, WIDTH_Z","AVEPRE_Z, FRICTION_Z, MINRAD_Z, PEAKHR_Z",672.9764551073886,17.01565305263427,1868.9072675671616,1918.6023951495708,-0.10513387024854659,-0.1005515580590511,-0.09258354927888539,-0.0829740472900585,0.0,no
218,poisson,random,"AVEPRE_Z, MINRAD_Z, MXGRDIFF_Z",MEDWIDTH_Z,673.1349239626336,17.029026969403844,1896.7794809384873,1915.4151537818907,0.7835027959351326,0.7856900805305189,0.7922519343166781,0.7922519343166781,1.0,yes
562,nb,random,"CURVES_Z, MEDWIDTH_Z, MINRAD_Z, SINGLE_Z, SLOPE_Z, TANGENT_Z","AVEPRE_Z, HISNOW, LANES_Z, SPEED_Z",673.6581978819233,18.178258803260427,1155.6218276612835,1195.999118821991,0.7485518633442347,0.7535340913977072,0.7705947414224656,0.809456476698182,1.0,yes
437,nb,random,"ACCESS_Z, LANES_Z, SPEED_Z, TRAIN_Z",WIDTH_Z,673.7325377532367,17.82344906653433,1154.0196296951963,1178.867193486401,0.7836206416267103,0.7836206416267103,0.7836206416267103,0.7874006283990933,1.0,yes
206,nb,random,"AVESNOW_Z, CPM_Z, CURVES_Z, EXPOSE_Z, FRICTION_Z, PEAKHR_Z, TANGENT_Z","CURVES_Z, HISNOW, SLOPE_Z, SPEED_Z",673.8279507616489,17.651354481033476,1161.712174390382,1205.19541102499,0.7063954121792915,0.731176579601223,0.763555129943805,0.7843942001936692,1.0,yes
484,poisson,random,"ACCESS_Z, AVESNOW_Z, FRICTION_Z, LANES_Z, LNAADT_Z, TRAIN_Z, URB",MINRAD_Z,673.8584463956856,17.284240131211963,1912.9206539024744,1943.9801086414802,-0.10337279170603855,-0.09161709543874617,-0.08678568238949912,-0.0852199986656257,0.0,no
186,poisson,random,"ACCESS_Z, DOUBLE_Z, EXPOSE_Z, GRADEBR_Z, MXGRDIFF_Z, SPEED_Z","FRICTION_Z, SLOPE_Z",674.4274461300375,17.214927305385753,1895.3053495698305,1926.3648043088363,0.6952888946131128,0.6993386064966985,0.7036761214390694,0.7064085808612921,1.0,yes
30,nb,random,"INTECHAG_Z, LANES_Z, SPEED_Z, TANGENT_Z, URB","ACCESS_Z, AVESNOW_Z, FRICTION_Z, MEDWIDTH_Z",674.7145820969047,18.36367464589432,1155.9717322308543,1193.2430779176611,0.8393582075185422,0.8425637608818071,0.8563743307631746,0.8678456703549111,1.0,yes
414,nb,random,"EXPOSE_Z, PEAKHR_Z","AVESNOW_Z, MEDWIDTH_Z",674.9280978146459,17.180916924642553,1164.0271687325485,1185.7687870498526,0.7997422870898779,0.8027759301501212,0.803175187521152,0.8063070258818217,1.0,yes
343,poisson,random,"ACCESS_Z, AVEPRE_Z, GBRPM_Z, GRADEBR_Z, MINRAD_Z, MXGRADE_Z, SLOPE_Z, WIDTH_Z","MXMEDSH_Z, SPEED_Z, URB",675.6418847357247,17.075634534521704,1851.888607319795,1892.2658984805025,0.6829613216022379,0.6958960813511708,0.7089867750270712,0.7281196007191573,1.0,yes
271,poisson,random,"AVEPRE_Z, CURVES_Z, GRADEBR_Z, INTECHAG_Z, MXGRDIFF_Z, TANGENT_Z","ACCESS_Z, SLOPE_Z",675.6952674186083,17.090435755248514,1841.1738406170555,1872.2332953560613,0.6983439429484098,0.6983439429484098,0.6983439429484098,0.7048584631848952,1.0,yes
536,poisson,random,"LANES_Z, MEDWIDTH_Z, MIGRADE_Z, MXGRADE_Z, MXMEDSH_Z, SPEED_Z, TRAIN_Z","HISNOW, MIMEDSH_Z, WIDTH_Z",675.8283254933401,16.687536201192714,1770.2533043946332,1807.52465008144,0.7463331470547674,0.7606799222109472,0.7726155204561305,0.7843606164461107,1.0,yes
324,nb,random,"AVESNOW_Z, CPM_Z, FRICTION_Z, GRADEBR_Z, HISNOW, MEDWIDTH_Z, MIGRADE_Z, MINRAD_Z, TANGENT_Z, URB","HISNOW, LANES_Z, PEAKHR_Z, WIDTH_Z",675.9262030505247,19.20358132944307,1167.7273103458501,1220.52838340216,0.8611333892702896,0.8864947786864391,0.9174630324566594,0.9893856068047793,1.0,yes
196,nb,random,"EXPOSE_Z, INTPM_Z, MIMEDSH_Z, SINGLE_Z, WIDTH_Z","ACCESS_Z, CURVES_Z, MXMEDSH_Z, SPEED_Z",676.4823132625557,16.386140115376307,1141.2357352330082,1178.507080919815,0.8044688903916087,0.8151212209913155,0.8249030385713513,0.8787965980957282,1.0,yes
256,poisson,random,"CURVES_Z, MEDWIDTH_Z","ACCESS_Z, FRICTION_Z",676.8409439101939,16.961583297505218,1898.8383904079044,1917.4740632513078,0.7881429141187997,0.7918418914439571,0.797796342747869,0.8041567004484637,1.0,yes
250,poisson,random,"DOUBLE_Z, GRADEBR_Z, HISNOW, LNAADT_Z, LOWPRE, MIMEDSH_Z, SINGLE_Z","ACCESS_Z, SPEED_Z",677.0084428654204,16.97718625533899,1826.218421248631,1860.3838214615375,-0.08758969417492757,-0.08706909617971612,-0.08706909617971612,-0.07637211582045811,0.0,no
263,nb,random,"ACCESS_Z, AVEPRE_Z, HISNOW, LOWPRE, MXGRADE_Z, SINGLE_Z","ACCESS_Z, FRICTION_Z, HISNOW",677.3156918063485,17.14170564117251,1158.9439126886816,1196.2152583754887,0.5143808728689544,0.683315711793446,0.7229858244203584,0.7388080290313034,1.0,yes
338,nb,random,"LANES_Z, MINRAD_Z, SINGLE_Z, TANGENT_Z","MEDWIDTH_Z, MXMEDSH_Z, SLOPE_Z, URB",677.3952435903904,18.694404385644575,1155.5577545996136,1189.72315481252,0.8674865411133889,0.8707784289202647,0.8794214235978215,0.9166799266545611,1.0,yes
441,nb,random,"FC_Z, INTPM_Z, MXGRADE_Z, MXGRDIFF_Z, MXMEDSH_Z, PEAKHR_Z, TANGENT_Z","AVESNOW_Z, MXMEDSH_Z, PEAKHR_Z, SLOPE_Z",677.5629097967937,17.240551062367185,1151.672499495627,1195.1557361302353,0.6088749667889727,0.6531994458481467,0.7600131689899968,0.8150447715126622,1.0,yes
219,nb,random,"CPM_Z, CURVES_Z, DOUBLE_Z, FRICTION_Z, GBRPM_Z, HISNOW, INTECHAG_Z, LANES_Z, MIGRADE_Z, SLOPE_Z","ACCESS_Z, FRICTION_Z, PEAKHR_Z, URB",677.717311459323,18.323141737502652,1150.87351530318,1203.67458835949,0.44557627274203726,0.5574673110023561,0.7057542779228193,0.8263251524879149,1.0,yes
462,poisson,random,"DOUBLE_Z, MIGRADE_Z, MIMEDSH_Z, SINGLE_Z, SPEED_Z, WIDTH_Z",LANES_Z,677.878314894898,16.514240487510662,1863.8356923664699,1891.789201631575,0.7468171237127572,0.7468171237127572,0.7468171237127572,0.7615642378479008,1.0,yes
151,poisson,random,"MINRAD_Z, TRAIN_Z","AVEPRE_Z, CURVES_Z, FRICTION_Z, URB",678.4214400849663,17.32145440405372,1868.286558906078,1893.1341226972827,0.6921182536564962,0.7020077099340806,0.7153573214884945,0.7231983140463253,1.0,yes
377,poisson,random,"ACCESS_Z, FC_Z, MEDWIDTH_Z, SINGLE_Z, SLOPE_Z, TRAIN_Z","PEAKHR_Z, URB",678.5259541167319,17.315255742479025,1876.140153872635,1907.1996086116408,0.785558787436445,0.7861406197189822,0.7920799466267499,0.7994110333867183,1.0,yes
489,poisson,random,"CURVES_Z, FRICTION_Z, GBRPM_Z, GRADEBR_Z, INTPM_Z, MEDWIDTH_Z, PEAKHR_Z, SLOPE_Z, URB","CURVES_Z, MEDWIDTH_Z",678.8049038919107,16.903838414190464,1895.6310911429885,1936.008382303696,0.6368950504063019,0.6892257633873222,0.8162322170451477,0.8861988160440306,1.0,yes
138,poisson,random,"ACCESS_Z, FC_Z, HISNOW, INTECHAG_Z, LANES_Z, MIGRADE_Z, MINRAD_Z, MXGRADE_Z, TANGENT_Z","FRICTION_Z, MINRAD_Z, SPEED_Z",679.2642192937781,17.22577421004332,1818.4530964499313,1861.9363330845395,0.7386912375768188,0.7454650696987565,0.7504849126755617,0.7547065048341016,1.0,yes
229,nb,random,"AVEPRE_Z, DOUBLE_Z, FC_Z, INTECHAG_Z, LNAADT_Z, MINRAD_Z, SINGLE_Z, SLOPE_Z, SPEED_Z",ACCESS_Z,679.2643158060528,17.620070985563856,1153.3331787070963,1193.7104698678038,-0.10993241804769119,-0.0830644049905626,-0.0830644049905626,-0.0830644049905626,0.0,no
157,nb,random,"CPM_Z, PEAKHR_Z","ACCESS_Z, HISNOW, MXMEDSH_Z, SLOPE_Z",679.5787322221988,18.1824194330055,1160.0323675598706,1187.9858768249758,0.7263580967761967,0.7553484110575437,0.7620101642263266,0.7786875279528784,1.0,yes
25,poisson,random,"AVEPRE_Z, EXPOSE_Z, GBRPM_Z, MINRAD_Z, WIDTH_Z",SLOPE_Z,679.6064406882903,17.128670610283073,1911.8500575521173,1936.697621343322,0.8027622659714356,0.8027622659714356,0.8027622659714356,0.8042654403158777,1.0,yes
469,nb,random,"CPM_Z, CURVES_Z, HISNOW, INTECHAG_Z, INTPM_Z, MEDWIDTH_Z, MXGRDIFF_Z, PEAKHR_Z, TANGENT_Z, URB",CURVES_Z,680.1083692243434,17.142699373612384,1152.5482868090087,1196.0315234436168,0.48090132316005674,0.589950130572786,0.671736736132333,0.6989989379855153,1.0,yes
222,nb,random,"CPM_Z, EXPOSE_Z, GRADEBR_Z, HISNOW, MEDWIDTH_Z, SINGLE_Z, SLOPE_Z",CURVES_Z,680.1946670352074,17.505677396651077,1161.4016926856914,1195.5670928985978,0.7226851566399527,0.7365838413525626,0.7470078548870202,0.7504825260651726,1.0,yes
135,poisson,random,"ACCESS_Z, MXGRDIFF_Z, URB",LANES_Z,680.3809697303905,17.249326448595323,1922.3336720472862,1940.9693448906896,0.8555068696822341,0.8589915591345859,0.8654631252603822,0.8654631252603822,1.0,yes
217,nb,random,"LANES_Z, SINGLE_Z",HISNOW,680.391882801974,18.29718258510802,1150.936794726022,1169.5724675694255,0.8841163622336333,0.8841163622336333,0.8841163622336333,0.9042335972367936,1.0,yes
8,poisson,random,"CURVES_Z, INTPM_Z, LANES_Z, MEDWIDTH_Z, MIMEDSH_Z, MXGRDIFF_Z, TANGENT_Z",SPEED_Z,680.5307743590993,16.664951908661827,1817.9913397782116,1849.0507945172174,0.8004650239800856,0.8004650239800856,0.8004650239800856,0.8132393937279367,1.0,yes
467,nb,random,"AVESNOW_Z, CPM_Z, EXPOSE_Z, GBRPM_Z, MINRAD_Z, SPEED_Z","MIMEDSH_Z, MXMEDSH_Z, WIDTH_Z",680.7852900707068,17.01041279082764,1142.762831918194,1180.0341776050009,0.7612600175576483,0.7964667002335298,0.8193848359120194,0.8271277867206053,1.0,yes
225,nb,random,"AVEPRE_Z, CPM_Z, CURVES_Z, EXPOSE_Z, HISNOW, MXGRADE_Z","CURVES_Z, MINRAD_Z",680.8978828416602,17.249484168852888,1160.446661259703,1194.6120614726094,0.7134381369765836,0.7286953296027826,0.7370723392038645,0.7431506404533296,1.0,yes
496,poisson,random,"ACCESS_Z, FRICTION_Z, MEDWIDTH_Z","FRICTION_Z, MINRAD_Z, SLOPE_Z",681.1124637172259,17.33904910772619,1923.2747653083445,1948.1223290995492,0.7795127902622212,0.8074850869621324,0.8483437682051782,0.8789171281639975,1.0,yes
415,poisson,random,"FC_Z, LANES_Z, MIGRADE_Z, PEAKHR_Z, SINGLE_Z, TANGENT_Z","AVEPRE_Z, AVESNOW_Z, MIMEDSH_Z",681.4769749411903,16.781418425081316,1841.5033326839684,1875.6687328968749,0.7417429530459784,0.7703049316939524,0.7749959867487884,0.7946264468220823,1.0,yes
465,poisson,random,"AVEPRE_Z, HISNOW, URB","AVEPRE_Z, FRICTION_Z, MINRAD_Z",681.6806413800404,17.541640224267834,1899.944909933951,1924.7924737251558,0.7378283630878794,0.7745965859952675,0.7880904185719165,0.8076885892041803,1.0,yes
