ID,Month,Death,Roadway_Class,Road_surface,Road_section,Weather_condition,Light_condition
11068,6,1,1,1,3,1,1
11069,6,1,2,1,1,1,3
11070,6,0,4,1,3,1,1
11071,6,0,1,1,1,1,1
11072,6,0,1,1,1,1,1
11073,6,0,1,2,1,3,2
11074,6,1,1,1,1,1,2
11075,6,0,1,1,1,1,1
11076,6,0,4,1,1,1,3
11077,6,0,4,1,3,1,1
11078,6,1,1,1,2,2,3
11079,6,0,4,1,1,1,1
11080,6,1,4,1,1,1,1
11081,6,0,4,1,1,1,1
11082,6,1,1,1,1,1,1
11083,6,1,4,1,1,1,1
11084,6,0,4,1,1,1,3
11085,6,0,1,1,1,1,1
11086,6,0,4,1,1,1,1
11087,6,0,4,1,1,1,3
11088,6,0,4,1,3,1,1
11089,6,1,2,1,1,1,1
11090,6,0,3,1,3,1,2
11091,6,0,3,1,3,1,1
11092,6,0,1,2,1,3,1
11093,6,0,3,1,1,1,2
11094,6,0,2,1,3,1,1
11095,6,1,1,1,1,1,1
11096,6,0,4,1,1,1,3
11097,6,1,4,1,1,1,1
11098,6,0,4,2,1,2,1
11099,6,0,2,1,3,1,1
11100,6,0,3,1,1,1,2
11101,6,0,1,1,1,1,2
11102,6,1,1,1,1,1,2
11103,6,0,3,1,3,1,3
11104,6,0,3,1,3,1,2
11105,6,1,1,1,1,1,1
11106,6,0,2,2,3,3,2
11107,6,1,1,1,1,1,1
11108,6,0,4,2,1,1,3
11109,6,0,1,1,1,1,3
11110,6,0,1,1,2,1,1
11111,6,0,3,1,1,1,2
11112,6,1,1,1,1,1,2
11113,6,0,1,1,1,1,1
11114,6,0,4,1,3,1,1
11115,6,0,2,1,1,1,1
11116,6,0,1,1,2,1,2
11117,6,0,1,1,1,1,1
11118,6,0,4,1,1,1,1
11119,6,1,2,1,1,1,1
11120,6,0,4,1,1,1,1
11121,6,0,3,1,3,1,2
11122,6,1,1,1,1,1,1
11123,6,1,1,1,1,1,1
11124,6,1,2,1,1,1,2
11125,6,1,3,1,1,1,1
11126,6,0,1,1,1,1,1
11127,6,0,2,1,3,1,1
11128,6,1,1,1,1,1,1
11129,6,0,1,1,3,1,1
11130,6,0,2,1,3,1,2
11131,6,1,2,1,1,1,2
11132,6,0,4,1,1,1,1
11133,6,1,2,1,2,1,3
11134,6,1,2,1,2,1,3
11135,6,0,3,2,1,1,3
11136,6,1,2,1,2,1,3
11137,6,0,4,1,3,1,1
11138,6,0,2,1,3,1,3
11139,6,0,1,1,1,1,1
11140,6,1,1,1,1,1,3
11141,6,1,1,1,1,1,2
11142,6,0,3,1,3,1,1
11143,6,0,4,1,1,1,1
11144,6,0,2,1,3,1,2
11145,6,0,2,1,1,1,1
11146,6,0,2,1,1,1,2
11147,6,1,2,1,1,1,1
11148,6,0,1,1,1,1,1
11149,6,1,1,1,1,1,2
11150,6,1,1,1,1,1,1
11151,6,0,4,1,1,1,1
11152,6,0,1,1,1,1,2
11153,6,1,4,1,3,1,1
11154,6,1,1,1,1,1,1
11155,6,0,4,1,1,1,1
11156,6,0,4,1,3,1,1
11157,6,0,1,1,1,1,1
11158,6,0,1,1,2,1,1
11159,6,2,2,2,1,1,3
11160,6,2,1,1,1,1,2
11161,6,0,4,1,1,1,1
11162,6,1,4,1,1,1,1
11163,6,1,1,1,1,1,2
11164,6,1,2,1,1,1,3
11165,6,1,1,1,1,3,1
11166,6,1,2,1,1,1,3
11167,6,0,1,1,1,1,1
11168,6,1,4,1,1,1,2
11169,6,0,2,1,1,1,1
11170,6,0,3,2,3,3,2
11171,6,1,1,1,1,1,3
11172,6,0,4,1,1,1,1
11173,6,0,2,2,2,3,1
11174,6,0,2,1,1,1,2
11175,6,1,2,1,1,1,2
11176,6,1,3,1,1,1,1
11177,6,1,1,1,1,1,3
11178,6,0,2,1,2,1,2
11179,6,1,1,1,1,1,2
11180,6,0,4,1,1,1,1
11181,6,0,1,1,3,1,2
11182,6,0,1,1,3,1,2
11183,6,0,3,1,3,1,3
11184,6,1,4,1,1,1,1
11185,6,1,2,1,1,1,3
11186,6,0,4,1,1,1,1
11187,6,0,3,1,3,1,1
11188,6,0,3,1,1,1,1
11189,6,0,3,1,3,1,2
11190,6,0,4,1,1,1,1
11191,6,1,3,1,1,1,3
11192,6,0,3,1,1,1,1
11193,6,0,3,1,3,1,1
11194,6,0,1,1,2,1,1
11195,6,0,1,1,2,1,1
11196,6,1,2,1,1,1,1
11197,6,0,4,1,1,1,3
11198,6,1,1,1,1,1,1
11199,6,0,1,1,1,1,1
11200,6,0,1,1,1,1,1
11201,6,0,1,1,3,1,1
11202,6,0,1,1,1,1,3
11203,6,0,4,1,1,1,1
11204,6,0,1,1,3,1,2
11205,6,0,1,1,1,1,1
11206,6,0,1,1,3,1,1
11207,6,0,4,1,2,1,1
11208,6,0,1,1,1,1,3
11209,6,0,1,1,1,1,1
11210,6,0,4,1,1,1,1
11211,6,0,1,1,2,1,1
11212,6,0,1,1,3,1,1
11213,6,1,2,1,1,1,1
11214,6,0,1,1,1,1,2
11215,6,1,1,1,1,1,2
11216,6,1,4,1,1,1,1
11217,6,0,3,1,1,1,1
11218,6,0,3,1,3,1,1
11219,6,0,3,1,3,1,3
11220,6,1,1,1,1,1,2
11221,6,0,3,1,3,1,1
11222,6,0,3,1,3,1,2
11223,6,1,2,1,1,1,3
11224,6,0,3,1,3,1,1
11225,6,1,4,1,1,1,1
11226,6,0,2,1,3,1,1
11227,6,0,4,2,3,1,1
11228,6,5,1,1,3,1,1
11229,6,1,3,1,3,1,1
11230,6,0,1,1,3,1,1
11231,6,0,1,1,1,1,1
11232,6,1,1,1,1,1,1
11233,6,0,2,1,3,1,1
11234,6,0,3,1,1,1,1
11235,6,0,3,1,1,1,3
11236,6,1,1,1,1,1,3
11237,6,1,3,1,1,1,1
11238,6,0,4,1,3,1,2
11239,6,0,1,1,3,1,1
11240,6,1,4,1,1,1,1
11241,6,1,4,1,3,1,3
11242,6,0,4,1,1,1,1
11243,6,0,1,1,1,1,1
11244,6,1,4,1,1,1,3
11245,6,1,4,1,1,1,1
11246,6,0,3,1,1,1,1
11247,6,0,3,2,1,3,1
11248,6,1,1,1,1,1,3
11249,6,0,1,1,1,1,1
11250,6,0,4,1,3,1,1
11251,6,0,3,1,2,1,1
11252,6,0,4,1,3,1,1
11253,6,0,1,1,1,1,3
11254,6,0,2,1,3,1,1
11255,6,0,3,1,1,1,1
11256,6,0,2,1,1,1,3
11257,6,0,3,1,3,1,1
11258,6,1,1,1,1,1,3
11259,6,1,4,1,3,1,1
11260,6,1,1,1,3,1,3
11261,6,0,1,1,2,1,1
11262,6,0,1,1,1,1,3
11263,6,0,1,1,3,1,1
11264,6,0,1,1,3,1,2
11265,6,0,1,1,3,1,2
11266,6,0,3,1,1,1,2
11267,6,0,2,1,1,1,1
11268,6,1,2,1,1,1,1
11269,6,0,2,1,1,1,1
11270,6,0,2,1,1,1,3
11271,6,0,3,1,3,1,1
11272,6,1,1,2,1,1,1
11273,6,1,4,1,1,1,1
11274,6,1,4,1,3,1,3
11275,6,1,2,1,1,1,1
11276,6,1,1,1,1,1,1
11277,6,1,1,2,1,2,2
11278,6,1,1,1,3,1,1
11279,6,0,1,1,3,1,1
11280,6,1,1,1,2,1,1
11281,6,0,2,1,3,1,2
11282,6,1,2,1,1,1,3
11283,6,1,1,1,1,1,1
11284,6,0,1,1,3,1,3
11285,6,0,1,1,1,1,1
11286,6,0,1,1,1,1,2
11287,6,0,4,1,1,1,1
11288,6,0,4,1,1,1,1
11289,6,0,1,1,2,2,3
11290,6,1,1,1,3,1,1
11291,6,1,2,1,1,1,3
11292,6,0,1,1,1,1,1
11293,6,0,1,1,1,1,3
11294,6,0,1,1,1,1,1
11295,6,0,2,2,1,3,1
11296,6,0,3,1,1,1,1
11297,6,0,1,2,1,1,1
11298,6,0,3,1,1,1,2
11299,6,0,2,1,1,1,1
11300,6,1,1,1,1,1,1
11301,6,0,3,1,2,1,1
11302,6,0,2,2,1,3,1
11303,6,0,3,1,1,1,3
11304,6,0,1,1,1,3,2
11305,6,1,1,2,1,3,1
11306,6,0,2,2,2,3,1
11307,6,1,1,1,1,1,2
11308,6,1,1,1,2,1,1
11309,6,0,1,1,3,1,2
11310,6,0,2,1,3,1,2
11311,6,0,2,1,1,1,1
11312,6,1,2,1,1,1,1
11313,6,0,1,1,3,1,1
11314,6,1,1,1,1,1,3
11315,6,0,3,1,1,1,2
11316,6,1,2,1,1,1,3
11317,6,0,1,2,1,3,2
11318,6,0,2,1,1,1,1
11319,6,0,3,1,1,1,3
11320,6,1,1,1,1,1,1
11321,6,4,1,1,1,1,1
11322,6,0,2,1,1,1,1
11323,6,1,1,1,1,1,1
11324,6,0,1,1,2,1,3
11325,6,0,2,2,1,3,2
11326,6,2,1,1,1,1,1
11327,6,1,2,1,1,1,3
11328,6,1,1,1,1,1,1
11329,6,0,3,1,1,1,1
11330,6,0,3,2,3,1,1
11331,6,0,3,1,3,1,1
11332,6,0,3,1,1,1,2
11333,6,1,1,1,1,1,1
11334,6,1,1,1,1,1,1
11335,6,0,3,2,1,3,2
11336,6,0,1,1,1,1,1
11337,6,0,2,1,1,1,1
11338,6,0,3,1,1,1,2
11339,6,1,2,1,1,1,3
11340,6,0,2,1,3,1,1
11341,6,0,3,1,3,1,1
11342,6,0,1,1,3,1,1
11343,6,0,4,1,3,1,1
11344,6,0,1,1,3,1,1
11345,6,0,2,1,3,1,1
11346,6,0,4,1,3,1,1
11347,6,0,3,1,3,1,2
11348,6,0,3,1,3,1,1
11349,6,0,4,1,3,1,2
11350,6,0,3,1,3,1,1
11351,6,1,2,1,1,1,1
11352,6,0,4,1,3,1,1
11353,6,0,3,1,3,1,2
11354,6,0,4,1,1,1,1
11355,6,0,1,1,3,1,1
11356,6,0,4,1,3,1,2
11357,6,0,1,1,3,1,2
11358,6,0,4,1,1,1,3
11359,6,0,4,1,1,1,1
11360,6,0,1,1,3,1,1
11361,6,1,1,1,1,1,2
11362,6,0,1,1,2,1,1
11363,6,0,4,1,2,1,1
11364,6,0,3,1,1,1,1
11365,6,0,1,1,1,1,1
11366,6,0,2,1,1,1,1
11367,6,1,1,1,3,1,1
11368,6,0,2,1,3,1,1
11369,6,0,2,1,3,1,1
11370,6,0,4,1,3,1,1
11371,6,0,4,1,3,1,1
11372,6,1,1,1,2,1,2
11373,6,1,2,1,1,1,3
11374,6,0,1,1,1,1,2
11375,6,0,3,1,1,1,2
11376,6,0,4,1,1,1,1
11377,6,0,1,1,1,1,1
11378,6,1,1,1,1,1,2
11379,6,0,1,1,1,1,1
11380,6,0,4,1,1,1,1
11381,6,0,1,1,3,1,2
11382,6,0,1,1,3,1,1
11383,6,0,3,2,3,1,2
11384,6,0,2,1,3,1,1
11385,6,1,1,2,3,3,1
11386,6,0,1,1,1,1,1
11387,6,0,2,2,1,3,1
11388,6,1,1,1,1,1,1
11389,6,0,1,1,3,1,1
11390,6,0,1,1,1,1,1
11391,6,0,1,1,2,1,1
11392,6,0,1,2,2,3,3
11393,6,0,4,2,3,3,1
11394,6,1,1,1,1,1,2
11395,6,0,2,2,2,3,2
11396,6,0,1,1,1,1,3
11397,6,0,2,1,1,1,1
11398,6,0,1,1,3,1,1
11399,6,1,4,1,1,1,1
11400,6,0,2,1,1,1,1
11401,6,0,4,1,1,1,3
11402,6,0,2,1,3,1,1
11403,6,0,4,1,1,1,2
11404,6,1,2,2,1,1,1
11405,6,0,3,1,1,1,1
11406,6,1,1,1,3,1,2
11407,6,0,3,1,3,1,1
11408,6,1,4,1,2,1,3
11409,6,0,3,1,3,1,2
11410,6,1,2,1,1,1,3
11411,6,0,3,1,1,1,1
11412,6,0,3,1,1,1,2
11413,6,0,2,1,1,1,1
11414,6,1,1,1,3,1,2
11415,6,0,1,1,1,1,2
11416,6,0,3,1,1,1,2
11417,6,0,1,2,1,3,2
11418,6,0,2,1,3,1,1
11419,6,1,1,1,3,1,1
11420,6,1,1,1,3,1,2
11421,6,0,4,1,3,1,1
11422,6,1,1,1,1,1,2
11423,6,0,3,1,3,1,3
11424,6,0,4,1,1,1,1
11425,6,0,3,2,3,1,2
11426,6,0,3,1,3,1,2
11427,6,1,2,1,1,1,1
11428,6,1,1,1,2,1,2
11429,6,1,1,1,3,1,1
11430,6,0,1,1,3,1,1
11431,6,0,2,1,1,1,2
11432,6,0,1,1,1,1,1
11433,6,0,3,1,1,1,2
11434,6,1,2,1,1,1,1
11435,6,0,4,1,1,1,1
11436,6,2,1,1,1,1,2
11437,6,0,2,2,2,1,1
11438,6,0,3,2,1,3,1
11439,6,0,1,1,1,1,3
11440,6,0,1,1,3,1,1
11441,6,1,1,1,1,1,3
11442,6,0,4,1,2,1,3
11443,6,1,2,2,1,1,1
11444,6,1,1,1,1,1,1
11445,6,1,3,1,1,1,2
11446,6,0,4,1,3,1,1
11447,6,0,1,1,1,1,1
11448,6,1,1,1,3,1,1
11449,6,0,2,1,3,1,2
11450,6,0,2,1,1,1,1
11451,6,1,1,1,2,1,1
11452,6,0,1,1,1,1,2
11453,6,0,1,2,1,3,1
11454,6,2,1,1,3,1,1
11455,6,0,4,1,2,1,1
11456,6,0,1,1,3,1,1
11457,6,1,3,1,1,1,1
11458,6,0,4,1,3,1,1
11459,6,1,1,1,1,1,1
11460,6,0,1,1,3,1,1
11461,6,0,3,1,1,1,1
11462,6,1,1,1,3,1,1
11463,6,0,2,1,3,1,2
11464,6,1,4,1,1,1,3
11465,6,0,3,1,3,1,2
11466,6,0,4,1,2,1,1
11467,6,0,3,1,3,1,1
11468,6,0,1,1,3,1,1
11469,6,1,1,1,3,2,3
11470,6,0,4,1,1,1,3
11471,6,0,3,1,3,1,1
11472,6,1,4,1,1,1,1
11473,6,0,3,1,1,1,1
11474,6,0,3,1,1,1,1
11475,6,0,3,1,3,1,2
11476,6,0,3,2,3,1,1
11477,6,1,2,1,2,1,3
11478,6,1,1,1,1,1,3
11479,6,0,4,1,1,1,3
11480,6,0,4,1,2,1,1
11481,6,0,3,1,3,1,2
11482,6,0,4,1,1,1,3
11483,6,1,4,1,1,1,1
11484,6,0,2,1,3,1,1
11485,6,0,3,1,3,1,1
11486,6,1,2,1,1,1,1
11487,6,0,3,1,3,1,2
11488,6,0,2,2,1,1,1
11489,6,1,1,1,1,1,1
11490,6,0,3,1,3,1,2
11491,6,1,2,1,1,1,2
11492,6,1,1,1,3,1,1
11493,6,0,3,1,1,1,2
11494,6,0,1,1,1,1,1
11495,6,1,1,1,3,1,2
11496,6,0,3,2,3,1,1
11497,6,1,2,1,1,1,3
11498,6,0,3,1,3,1,2
11499,6,0,3,1,1,1,1
11500,6,0,3,1,1,1,1
11501,6,0,1,1,1,1,2
11502,6,0,3,1,1,1,2
11503,6,1,1,1,1,1,1
11504,6,0,2,1,1,1,1
11505,6,0,1,2,3,3,2
11506,6,1,2,1,1,1,1
11507,6,1,1,1,3,1,2
11508,6,0,3,1,1,1,1
11509,6,0,3,1,1,1,2
11510,6,0,2,2,1,3,2
11511,6,0,2,1,1,1,1
11512,6,0,3,1,1,1,2
11513,6,0,3,1,1,1,2
11514,6,0,3,1,1,1,1
11515,6,0,3,1,1,1,2
11516,6,0,3,1,1,1,1
11517,6,0,4,1,3,1,2
11518,6,0,3,2,3,1,2
11519,6,0,3,1,1,1,1
11520,6,0,3,1,1,1,1
11521,6,0,3,1,1,1,2
11522,6,1,2,1,3,1,3
11523,6,0,1,1,1,1,1
11524,6,1,1,1,1,1,1
11525,6,0,4,1,1,1,1
11526,6,0,3,1,1,1,1
11527,6,1,1,1,1,1,1
11528,6,1,2,1,3,2,2
11529,6,0,1,1,3,1,1
11530,6,0,4,1,1,1,1
11531,6,0,4,1,1,1,3
11532,6,0,4,1,1,1,1
11533,6,1,4,1,1,1,3
11534,6,0,2,1,1,1,1
11535,6,1,3,1,1,1,2
11536,6,1,3,1,1,1,1
11537,6,0,4,1,3,1,1
11538,6,0,4,1,1,1,1
11539,6,0,1,1,1,1,1
11540,6,0,4,1,1,1,2
11541,6,0,2,1,3,1,2
11542,6,1,2,1,1,1,1
11543,6,1,1,1,3,1,2
11544,6,0,1,1,3,1,2
11545,6,0,2,1,1,1,1
11546,6,0,2,1,3,1,1
11547,6,0,4,1,3,1,1
11548,6,0,1,1,3,1,1
11549,6,0,1,1,1,1,2
11550,6,0,1,1,3,1,1
11551,6,1,1,1,1,1,1
11552,6,0,4,1,1,1,1
11553,6,0,2,1,3,1,1
11554,6,1,1,1,1,1,3
11555,6,0,1,1,1,1,1
11556,6,1,4,1,3,1,1
11557,6,1,2,1,1,1,2
11558,6,0,2,1,1,1,2
11559,6,1,2,1,1,1,1
11560,6,0,1,1,3,1,1
11561,6,1,1,1,2,1,1
11562,6,0,1,1,1,1,2
11563,6,0,1,1,3,2,2
11564,6,1,3,1,1,1,2
11565,6,1,2,1,1,1,1
11566,6,1,1,1,1,1,1
11567,6,0,4,1,1,1,1
11568,6,0,4,1,2,1,1
11569,6,0,2,1,1,1,1
11570,6,0,3,1,1,1,1
11571,6,1,1,1,3,1,1
11572,6,1,1,1,2,1,1
11573,6,0,2,1,1,1,2
11574,6,1,2,1,1,1,3
11575,6,2,1,1,1,1,2
11576,6,1,1,1,1,1,2
11577,6,0,1,1,3,1,1
11578,6,0,4,1,1,1,1
11579,6,1,1,1,3,1,1
11580,6,0,3,1,1,1,1
11581,6,0,1,1,3,1,1
11582,6,0,4,1,2,1,3
11583,6,0,1,1,1,1,3
11584,6,1,3,1,1,1,1
11585,6,0,3,1,1,1,1
11586,6,0,3,1,1,1,2
11587,6,0,4,1,3,1,1
11588,6,0,3,1,3,1,3
11589,6,0,3,1,3,1,1
11590,6,1,1,1,1,1,3
11591,6,1,3,1,1,1,1
11592,6,1,1,1,1,1,1
11593,6,0,1,1,1,1,2
11594,6,0,1,1,3,1,1
11595,6,1,1,1,1,1,3
11596,6,1,1,1,1,1,1
11597,6,0,1,1,3,1,1
11598,6,0,4,1,1,1,1
11599,6,0,1,1,1,1,2
11600,6,0,1,1,1,1,1
11601,6,0,3,1,3,1,1
11602,6,0,1,1,1,1,1
11603,6,0,1,1,2,1,1
11604,6,0,1,1,1,1,1
11605,6,0,1,1,1,1,2
11606,6,0,4,1,1,1,2
11607,6,1,1,1,1,1,1
11608,6,0,3,1,1,1,1
11609,6,0,1,1,1,1,1
11610,6,1,2,2,1,3,3
11611,6,0,1,1,3,1,1
11612,6,0,2,1,1,1,1
11613,6,1,1,1,3,1,2
11614,6,0,4,1,1,1,2
11615,6,0,3,1,1,1,1
11616,6,1,4,1,2,1,1
11617,6,1,1,1,1,1,1
11618,6,0,1,1,1,1,1
11619,6,0,3,1,3,1,1
11620,6,1,2,1,1,1,2
11621,6,0,1,1,2,1,1
11622,6,1,4,1,2,1,1
11623,6,1,3,1,1,1,2
11624,6,1,2,1,1,1,1
11625,6,1,4,1,1,1,3
11626,6,1,1,1,1,1,1
11627,6,0,1,1,1,1,3
11628,6,1,4,1,1,1,1
11629,6,0,1,1,3,1,1
11630,6,0,3,1,1,1,3
11631,6,1,2,1,3,1,1
11632,6,0,3,1,3,1,1
11633,6,0,1,1,1,1,1
11634,6,1,1,1,3,1,2
11635,6,1,1,1,3,1,1
11636,6,0,3,1,3,1,1
11637,6,2,2,1,1,1,1
11638,6,1,4,1,1,1,2
11639,6,1,1,1,3,1,1
11640,6,0,3,1,1,1,1
11641,6,1,2,2,3,1,3
11642,6,1,4,1,1,1,3
11643,6,0,3,1,1,1,2
11644,6,0,1,1,2,1,2
11645,6,0,1,2,1,3,3
11646,6,0,1,1,1,1,1
11647,6,0,4,1,1,1,1
11648,6,0,3,1,1,1,1
11649,6,0,4,1,1,1,1
11650,6,0,2,1,1,1,1
11651,6,0,1,1,1,1,1
11652,6,1,2,1,2,1,3
11653,6,0,4,1,1,1,1
11654,6,1,2,1,1,1,1
11655,6,0,1,1,1,1,2
11656,6,0,4,1,1,1,1
11657,6,1,2,1,1,1,3
11658,6,0,3,1,1,1,3
11659,6,1,1,1,1,1,2
11660,6,0,2,1,1,1,2
11661,6,0,1,1,1,1,3
11662,6,1,4,1,1,1,1
11663,6,1,1,1,3,1,1
11664,6,0,3,1,3,1,3
11665,6,0,2,1,1,1,2
11666,6,0,2,1,1,1,2
11667,6,0,2,1,1,1,2
11668,6,0,4,1,1,1,1
11669,6,0,4,1,1,1,1
11670,6,0,4,1,1,1,1
11671,6,0,4,1,1,1,1
11672,6,0,4,1,1,1,3
11673,6,0,4,1,1,1,1
11674,6,1,1,1,1,1,1
11675,6,2,2,1,3,1,1
11676,6,1,2,1,3,1,2
11677,6,1,1,1,1,1,3
11678,6,1,1,1,1,1,3
11679,6,1,1,1,3,2,2
11680,6,0,1,1,1,1,1
11681,6,0,4,1,2,1,1
11682,6,0,1,1,1,1,1
11683,6,0,1,1,1,1,3
11684,6,0,3,1,1,1,2
11685,6,0,4,1,1,1,3
11686,6,1,1,1,1,1,3
11687,6,0,1,1,1,1,1
11688,6,1,1,1,1,1,1
11689,6,0,2,1,1,1,1
11690,6,1,4,1,3,1,3
11691,6,0,4,1,1,1,3
11692,6,1,1,1,1,1,1
11693,6,1,1,1,2,1,1
11694,6,0,1,1,1,1,1
11695,6,0,1,1,1,1,2
11696,6,0,1,1,1,1,1
11697,6,1,1,1,2,2,3
11698,6,1,4,2,1,1,1
11699,6,0,4,1,3,1,1
11700,6,0,1,1,3,1,1
11701,6,1,1,1,1,1,3
11702,6,0,1,1,1,1,1
11703,6,0,1,1,2,1,1
11704,6,0,1,1,1,1,1
11705,6,1,1,1,1,1,3
11706,6,0,2,1,2,1,1
11707,6,0,4,1,1,1,1
11708,6,0,1,1,1,1,2
11709,6,0,1,1,1,1,1
11710,6,0,1,1,1,1,1
11711,6,0,1,1,1,1,1
11712,6,1,4,2,3,1,1
11713,6,1,2,1,3,1,1
11714,6,1,4,1,1,1,1
11715,6,0,3,1,1,1,1
11716,6,0,4,1,3,1,1
11717,6,0,4,1,2,1,1
11718,6,1,1,1,3,1,2
11719,6,0,1,1,1,1,2
11720,6,0,1,1,1,1,1
11721,6,1,1,1,1,1,2
11722,6,1,1,1,1,1,1
11723,6,1,2,1,1,1,1
11724,6,0,4,2,1,3,1
11725,6,1,2,1,1,1,3
11726,6,0,2,1,3,1,1
11727,6,1,2,1,3,1,1
11728,6,1,3,1,3,1,2
11729,6,0,1,1,1,1,1
11730,6,0,1,1,1,1,1
11731,6,1,1,1,2,1,1
11732,6,0,2,1,1,1,1
11733,6,0,4,1,1,1,1
11734,6,0,2,1,3,1,1
11735,6,2,1,1,3,1,2
11736,6,1,1,1,1,1,2
11737,6,0,3,1,1,1,1
11738,6,0,4,1,1,1,3
11739,6,0,4,1,1,1,1
11740,6,0,2,1,3,1,2
11741,6,0,1,1,1,1,1
11742,6,0,2,1,1,1,3
11743,6,0,1,1,3,1,1
11744,6,0,4,1,3,1,1
11745,6,0,4,1,1,1,1
11746,6,0,4,1,1,1,1
11747,6,0,4,1,1,1,3
11748,6,0,1,2,3,1,3
11749,6,0,1,1,1,1,1
11750,6,0,2,1,1,1,1
11751,6,1,1,1,3,1,1
11752,6,0,2,1,1,1,3
11753,6,1,2,1,3,1,1
11754,6,1,1,1,1,1,1
11755,6,0,2,1,3,1,1
11756,6,1,1,1,1,1,1
11757,6,0,4,1,2,1,1
11758,6,2,1,1,1,1,3
11759,6,1,1,1,1,1,1
11760,6,1,1,1,1,1,1
11761,6,0,3,1,1,1,2
11762,6,0,1,1,1,1,1
11763,6,0,4,1,1,1,1
11764,6,0,1,1,2,1,1
11765,6,0,3,1,3,1,1
11766,6,1,1,1,1,1,2
11767,6,2,1,1,1,1,1
11768,6,1,4,1,1,1,1
11769,6,1,1,1,1,1,1
11770,6,1,1,1,1,1,2
11771,6,1,2,1,1,1,1
11772,6,1,3,1,1,1,1
11773,6,1,1,1,1,1,2
11774,6,1,1,1,1,1,2
11775,6,1,1,1,3,1,2
11776,6,1,1,1,1,2,3
11777,6,0,1,1,1,1,1
11778,6,0,4,1,1,1,1
11779,6,0,3,1,3,1,1
11780,6,1,2,1,1,1,1
11781,6,1,3,1,1,1,1
11782,6,0,4,1,1,1,1
11783,6,1,1,2,3,3,2
11784,6,1,1,1,1,1,2
11785,6,0,2,1,1,1,2
11786,6,0,2,1,2,1,2
11787,6,0,2,1,3,1,1
11788,6,0,3,1,3,1,3
11789,6,0,3,1,1,1,1
11790,6,0,2,1,1,1,2
11791,6,0,3,1,1,1,1
11792,6,0,1,1,1,1,1
11793,6,1,1,1,2,1,1
11794,6,0,3,1,1,1,1
11795,6,1,4,1,1,1,3
11796,6,0,3,1,3,1,1
11797,6,0,1,2,1,3,3
11798,6,0,4,1,1,1,2
11799,6,0,2,1,3,1,1
11800,6,0,3,1,3,1,1
11801,6,0,1,1,3,1,1
11802,6,0,3,1,3,1,2
11803,6,0,4,1,1,1,3
11804,6,0,1,1,1,1,2
11805,6,0,1,1,1,1,1
11806,6,1,1,1,1,1,2
11807,6,0,2,1,3,1,1
11808,6,1,1,1,1,1,1
11809,6,1,2,1,1,1,3
11810,6,1,1,1,1,1,2
11811,6,0,1,1,2,1,1
11812,6,0,3,1,1,1,3
11813,6,1,4,1,1,1,1
11814,6,0,3,1,3,1,1
11815,6,0,3,1,2,1,1
11816,6,0,4,1,3,1,1
11817,6,0,4,1,1,1,1
11818,6,0,4,1,1,1,2
11819,6,0,3,1,1,1,1
11820,6,0,4,1,1,1,1
11821,6,0,4,1,1,1,1
11822,6,1,1,1,1,1,1
11823,6,0,1,1,3,1,1
11824,6,0,4,1,1,1,2
11825,6,0,3,1,3,1,2
11826,6,0,1,1,3,1,1
11827,6,2,1,1,1,1,2
11828,6,1,4,1,1,1,1
11829,6,0,1,1,3,1,1
11830,6,0,3,1,3,1,1
11831,6,0,1,1,1,1,1
11832,6,1,1,2,1,3,1
11833,6,1,1,1,1,1,3
11834,6,0,2,1,1,3,2
11835,6,0,1,1,1,1,2
11836,6,0,2,1,1,2,2
11837,6,1,1,1,1,1,1
11838,6,0,1,1,1,1,3
11839,6,0,1,1,1,1,1
11840,6,1,1,1,2,1,1
11841,6,0,4,1,1,1,1
11842,6,0,2,1,3,1,2
11843,6,0,1,1,1,1,1
11844,6,1,4,1,1,1,3
11845,6,1,1,1,3,1,2
11846,6,1,2,1,1,1,3
11847,6,0,3,1,3,1,1
11848,6,0,4,1,3,1,1
11849,6,0,4,1,2,1,1
11850,6,1,4,1,3,1,1
11851,6,0,1,1,3,1,2
11852,6,0,2,1,3,1,1
11853,6,0,1,1,3,1,2
11854,6,0,3,1,3,1,1
11855,6,0,1,1,3,1,1
11856,6,0,2,1,1,1,1
11857,6,0,2,2,1,3,1
11858,6,0,4,1,2,1,1
11859,6,0,4,1,1,1,2
11860,6,0,2,1,3,1,1
11861,6,0,3,1,3,1,2
11862,6,0,1,1,1,1,1
11863,6,0,1,1,2,1,1
11864,6,0,4,1,3,1,1
11865,6,0,1,1,1,1,1
11866,6,0,2,1,1,1,1
11867,6,0,4,1,1,1,1
11868,6,0,1,1,1,1,1
11869,6,1,1,1,1,1,1
11870,6,1,4,1,1,1,1
11871,6,1,1,1,1,1,2
11872,6,1,1,1,1,1,3
11873,6,0,1,1,1,1,3
11874,6,0,1,1,1,1,1
11875,6,0,4,1,1,1,1
11876,6,0,1,1,1,1,3
11877,6,0,1,1,1,1,2
11878,6,0,1,2,3,3,1
11879,6,0,2,1,1,1,1
11880,6,1,1,1,2,1,2
11881,6,0,3,1,3,1,3
11882,6,0,2,1,1,1,1
11883,6,0,2,1,1,1,1
11884,6,0,3,1,1,1,1
11885,6,0,2,1,3,1,1
11886,6,1,4,1,1,1,1
11887,6,1,4,1,1,1,1
11888,6,0,2,1,1,1,1
