FSI,US,RSHS,RSMS,Offset,LNAADT,LNMCV,Curve50,Constant
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,0.966,0.6,0.4,0,1
0,1,0,0,0.91,0.7,0.3,0,1
0,1,0,0,0.939,0.8,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,0.76,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,0.99,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,0.765,0.5,0.3,0,1
0,0,1,0,0.921,0.4,0.1,0,1
0,0,1,0,0.968,0.4,0.1,0,1
0,0,1,0,1.1,0.4,0.1,0,1
0,0,1,0,0.98,0.4,0.1,1,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.5,0.4,0,1
0,0,1,0,1.151,0.5,0.4,0,1
0,0,1,0,1.151,0.5,0.4,0,1
0,0,1,0,1.151,0.5,0.4,0,1
0,0,1,0,1.151,0.5,0.4,0,1
0,0,1,0,1.151,0.5,0.4,0,1
0,0,1,0,1.08,0.5,0.4,0,1
0,0,1,0,1.06,0.4,0.1,0,1
0,0,1,0,1.06,0.4,0.1,0,1
0,0,1,0,0.947,0.4,0.1,0,1
0,0,1,0,0.947,0.4,0.1,1,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.017,0.4,0.1,0,1
0,0,1,0,0.962,0.3,0.1,1,1
0,0,1,0,1.057,0.3,0.1,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.099,0.5,0.3,0,1
0,0,1,0,0.939,0.5,0.3,1,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.049,0.5,0.3,0,1
0,1,0,0,0.87,0.6,0.3,1,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,0,1,0.939,0.5,0.3,1,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.004,0.5,0.3,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.088,0.4,0.2,0,1
0,0,0,0,1.116,1.1,0.7,0,1
0,0,0,0,0.921,1.1,0.5,0,1
0,0,0,0,0.939,1.1,0.6,0,1
0,0,0,0,1.151,1.1,0.6,0,1
0,0,0,0,0.955,1.1,0.7,0,1
0,0,0,0,1.031,1.1,0.6,0,1
0,0,0,0,0.91,1.1,0.5,0,1
0,0,0,0,0.955,1.1,0.4,0,1
0,0,0,0,0.885,1.1,0.2,0,1
0,0,0,0,0.87,1,0.2,0,1
0,0,0,0,0.936,1,0.2,0,1
0,0,0,0,0.931,1.1,0.6,0,1
0,0,0,0,0.868,1,0.2,0,1
0,0,0,0,0.98,1.1,0.3,0,1
0,0,0,0,0.91,1.1,0.3,1,1
